ID Punto;Iluminación;¿Qué veo?;Visibilidad;Presencia de personas;Seguridad;Estado del Sendero;Transporte;Presencia mixta;Índice de seguridad;Dirección;Código Localidad;Nombre Localidad;Coordenada X;Coordenada Y
130;Brillante;Visibilidad total;No miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Las Americas, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08060000000;4,62759999931
131;Brillante;Visibilidad total;No miran;Pocas personas;Ninguna;Bueno;Cerca;Hay diversidad;Alto;AC 26 - Av. Nqs, Bogotá, Colombia;13;Teusaquillo;-74,08119999990;4,62670000084
132;Brillante;Visibilidad total;Algunos miran;Bastantes personas;Minima;Bueno;Cerca;Hay poca diversidad;Alto;Usatama, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08160000020;4,62600000016
133;Brillante;Visibilidad total;Algunos miran;Bastantes personas;Minima;Bueno;Muy Cerca;Hay algo de diversidad;Muy Alto;Av. Nqs - AC 25, Bogotá, Colombia;13;Teusaquillo;-74,08229999990;4,62519999966
134;Brillante;Visibilidad total;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;El Campin, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07799999970;4,65190000087
135;Brillante;Bastante visible;Altamente visible;Una multitud de personas;Minima;Bueno;Cerca;Hay algo de diversidad;Muy Alto;Quesada, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,06659999960;4,64039999992
136;Brillante;Bastante visible;Altamente visible;Una multitud de personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Muy Alto;Cl 53 - Kr 15, Bogotá, Colombia;13;Teusaquillo;-74,06769999950;4,64069999941
137;Brillante;Bastante visible;Altamente visible;Bastantes personas;Ninguna;Bueno;Cerca;Hay poca diversidad;Alto;parqueadero jp, Cra. 16 #52-46, Bogotá, Colombia;13;Teusaquillo;-74,06900000010;4,64090000093
138;Suficiente;Bastante visible;Altamente visible;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Quesada, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07050000040;4,64110000059
139;Brillante;Bastante visible;Altamente visible;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;;13;Teusaquillo;-74,07130000000;4,64130000025
140;Brillante;Bastante visible;Altamente visible;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Quesada, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07230000010;4,64140000008
141;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Minima;Bueno;Muy Cerca;Hay diversidad;Muy Alto;Movistar Ac 53, Ac 53, Bogotá, Colombia;13;Teusaquillo;-74,07309999970;4,64159999974
142;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;No hay diversidad;Muy Alto;AK 24 - AC 53, Bogotá, Colombia;13;Teusaquillo;-74,07380000040;4,64200000092
143;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;No hay diversidad;Muy Alto;AK 24 - AC 53, Bogotá, Colombia;13;Teusaquillo;-74,07380000040;4,64200000092
144;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;Hay poca diversidad;Muy Alto;AK 24 - AC 53, Bogotá, Colombia;13;Teusaquillo;-74,07369999960;4,64289999940
145;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;Hay poca diversidad;Muy Alto;AK 24 - AC 53, Bogotá, Colombia;13;Teusaquillo;-74,07369999960;4,64289999940
146;Suficiente;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;Cl 53B - Tv 25, Bogotá, Colombia;13;Teusaquillo;-74,07529999970;4,64340000041
147;Brillante;Bastante visible;Altamente visible;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Galerias, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07620000000;4,64350000024
148;Brillante;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;Cerca;Hay poca diversidad;Alto;Galerias, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07739999980;4,64379999973
149;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Belalcazar, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07849999980;4,64360000007
150;Brillante;Bastante visible;Muchos miran;Bastantes personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Belalcazar, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07840000000;4,64210000075
151;Brillante;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Cerca;No hay diversidad;Medio;Apartamentos Galerías, Ak 30, Bogotá, Colombia;13;Teusaquillo;-74,07959999980;4,64079999924
152;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;University City of Bogotá, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08050000020;4,64169999957
153;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;University City of Bogotá, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08139999960;4,64250000007
154;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 53 - Kr 37, Bogotá, Colombia;13;Teusaquillo;-74,08249999960;4,64340000041
155;Brillante;Bastante visible;Algunos miran;Bastantes personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AC 53 - Kr 37A, Bogotá, Colombia;13;Teusaquillo;-74,08339999990;4,64399999939
156;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 53 - Kr 46, Bogotá, Colombia;13;Teusaquillo;-74,08469999950;4,64540000074
157;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Rafael Nunez, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08590000030;4,64640000090
158;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 53 - AK 50, Bogotá, Colombia;13;Teusaquillo;-74,08700000030;4,64729999937
159;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Esmeralda, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08779999990;4,64800000004
160;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 53 - Kr 54, Bogotá, Colombia;13;Teusaquillo;-74,08870000020;4,64860000089
161;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 53 - Kr 54, Bogotá, Colombia;13;Teusaquillo;-74,08959999960;4,64929999970
162;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AC 53 - Kr 57, Bogotá, Colombia;13;Teusaquillo;-74,09040000010;4,64980000071
163;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;Hay diversidad;Alto;AC 53 - Kr 57, Bogotá, Colombia;13;Teusaquillo;-74,09130000040;4,65039999969
164;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;La Esmeralda, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09200000020;4,65110000037
165;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Ninguna;Bueno;Cerca;Hay poca diversidad;Alto;Br. La Esmeralda, Bogotá, Colombia;13;Teusaquillo;-74,09269999990;4,65190000087
166;Suficiente;Bastante visible;Muchos miran;Desierto;Minima;Bueno;A distancia;No hay diversidad;Medio;Nuevo Campin, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08139999960;4,65010000020
167;Suficiente;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;A distancia;No hay diversidad;Alto;Nuevo Campin, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08229999990;4,65029999986
168;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Santa Teresita, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,06900000010;4,62829999998
169;Suficiente;Bastante visible;Muchos miran;Desierto;Minima;Bueno;Cerca;No hay diversidad;Medio;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08310000040;4,65049999952
170;Suficiente;Bastante visible;Muchos miran;Desierto;Minima;Bueno;A distancia;No hay diversidad;Medio;teléfono publico etb, Dg. 40a #39a-95, Bogotá, Colombia;13;Teusaquillo;-74,07010000010;4,62920000032
171;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Santa Teresita, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07149999960;4,63040000014
172;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Teléfono Publico etb, Dg. 40a #89, Bogotá, Colombia;13;Teusaquillo;-74,07249999980;4,63130000047
173;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Magdalena, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07349999990;4,63199999928
174;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AK 24 - Cl 42, Bogotá, Colombia;13;Teusaquillo;-74,07409999990;4,63250000030
175;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;AK 50 - Cl 62, Bogotá, Colombia;13;Teusaquillo;-74,08390000000;4,65080000088
176;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AK 24 - Cl 42, Bogotá, Colombia;13;Teusaquillo;-74,07510000000;4,63330000080
177;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 45 - Kr 25A, Bogotá, Colombia;13;Teusaquillo;-74,07579999980;4,63399999961
178;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Medio;AC 63 - Kr 36A, Bogotá, Colombia;13;Teusaquillo;-74,08069999980;4,65200000070
179;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 45 - Kr 25A, Bogotá, Colombia;13;Teusaquillo;-74,07689999980;4,63419999927
180;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Nuevo Campin, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08079999960;4,65110000037
181;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07780000010;4,63429999910
182;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AC 45 - Kr 27A, Bogotá, Colombia;13;Teusaquillo;-74,07820000030;4,63489999995
183;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;A distancia;No hay diversidad;Medio;Nuevo Campin, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08090000040;4,65010000020
184;Suficiente;Bastante visible;Altamente visible;Desierto;Minima;Bueno;A distancia;No hay diversidad;Medio;Nuevo Campin, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08179999980;4,65010000020
185;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Belalcazar, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07780000010;4,63599999994
186;Poca;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Belalcazar, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07679999990;4,63580000028
187;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Alfonso Lopez, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07610000020;4,63690000027
188;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Alfonso Lopez, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07600000040;4,63790000044
189;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Belalcazar, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07710000030;4,63790000044
190;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Nqs - Cl 48, Bogotá, Colombia;13;Teusaquillo;-74,07890000010;4,63819999993
191;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 24 - Cl 42, Bogotá, Colombia;13;Teusaquillo;-74,07529999970;4,63260000013
192;Brillante;Bastante visible;Altamente visible;Bastantes personas;Buena;Bueno;Muy Cerca;Hay poca diversidad;Muy Alto;AK 24 - Cl 40, Bogotá, Colombia;13;Teusaquillo;-74,07510000000;4,63110000081
193;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 24 - Cl 40, Bogotá, Colombia;13;Teusaquillo;-74,07519999980;4,63010000065
194;Brillante;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;Hay diversidad;Muy Alto;La Soledad, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07529999970;4,62920000032
195;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 24 - Cl 37, Bogotá, Colombia;13;Teusaquillo;-74,07540000040;4,62810000032
196;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 24 - Cl 39, Bogotá, Colombia;13;Teusaquillo;-74,07529999970;4,62680000067
197;Brillante;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;Cerca;Hay algo de diversidad;Alto;Teléfono público etb, Cl. 37 #20, Bogotá, Colombia;13;Teusaquillo;-74,07490000040;4,62580000050
198;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 24 - Cl 39, Bogotá, Colombia;13;Teusaquillo;-74,07510000000;4,62719999999
199;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Minima;Bueno;Muy Cerca;Hay poca diversidad;Alto;AC 63 - AK 60, Bogotá, Colombia;13;Teusaquillo;-74,08800000050;4,65829999931
200;Brillante;Bastante visible;Muchos miran;Pocas personas;Moderada;Bueno;Muy Cerca;No hay diversidad;Alto;AK 24 - Cl 40, Bogotá, Colombia;13;Teusaquillo;-74,07490000040;4,63040000014
201;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AC 63 - AK 60, Bogotá, Colombia;13;Teusaquillo;-74,08739999960;4,65760000050
202;Suficiente;Visibilidad total;No miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 63 - Kr 47, Bogotá, Colombia;13;Teusaquillo;-74,08669999990;4,65650000051
203;Suficiente;Visibilidad total;No miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 63 - Tv 59A, Bogotá, Colombia;13;Teusaquillo;-74,08619999980;4,65570000000
204;Suficiente;Visibilidad total;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Quirinal, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,08679999970;4,65489999950
205;Suficiente;Bastante visible;No miran;Bastantes personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Br. La Esmeralda, Bogotá, Colombia;13;Teusaquillo;-74,08779999990;4,65460000001
206;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;Br. La Esmeralda, Bogotá, Colombia;13;Teusaquillo;-74,08880000000;4,65430000052
207;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Br. La Esmeralda, Bogotá, Colombia;13;Teusaquillo;-74,08980000020;4,65379999951
208;Suficiente;Visibilidad total;No miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;Hay poca diversidad;Alto;AK 60 - Cl 60, Bogotá, Colombia;13;Teusaquillo;-74,09059999980;4,65440000035
209;Suficiente;Visibilidad total;No miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Br. La Esmeralda, Bogotá, Colombia;13;Teusaquillo;-74,08999999990;4,65540000051
210;Suficiente;Bastante visible;No miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 60 - Cl 57, Bogotá, Colombia;13;Teusaquillo;-74,08920000030;4,65709999949
211;Suficiente;Visibilidad total;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Br. La Esmeralda, Bogotá, Colombia;13;Teusaquillo;-74,08889999990;4,65839999914
212;Suficiente;Visibilidad total;No miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Medio;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,10290000030;4,65340000018
213;Poca;Visibilidad total;No miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,10230000040;4,65259999968
214;Suficiente;Visibilidad total;Algunos miran;Una multitud de personas;Minima;Bueno;A distancia;Hay diversidad;Muy Alto;Salitre El Greco B - 4 o 6, Bogotá, Colombia;13;Teusaquillo;-74,10190000010;4,65190000087
215;Suficiente;Visibilidad total;Algunos miran;Una multitud de personas;Minima;Bueno;A distancia;Hay diversidad;Muy Alto;Salitre El Greco B - 4 o 6, Bogotá, Colombia;13;Teusaquillo;-74,10190000010;4,65190000087
216;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Salitre - El Greco A - 3 6, Bogotá, Colombia;13;Teusaquillo;-74,10130000020;4,65100000054
217;Suficiente;Visibilidad total;No miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 26 - AK 68, Bogotá, Colombia;13;Teusaquillo;-74,10059999950;4,64990000054
218;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Salitre Greco, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09790000040;4,65479999967
219;Suficiente;Visibilidad total;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09999999960;4,64890000038
220;Suficiente;Visibilidad total;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09999999960;4,64890000038
221;Suficiente;Visibilidad total;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;CAN B - 4 o 6, Bogotá, Colombia;13;Teusaquillo;-74,09929999990;4,64790000021
222;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;A distancia;No hay diversidad;Medio;Salitre Greco, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09839999960;4,65410000086
223;Suficiente;Bastante visible;Muchos miran;Pocas personas;Moderada;Bueno;A distancia;No hay diversidad;Alto;Salitre Greco, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09879999980;4,65330000035
224;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;CAN A - 3 o 6, Bogotá, Colombia;13;Teusaquillo;-74,09870000000;4,64690000005
225;Suficiente;Bastante visible;No miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 26 - Kr 59, Bogotá, Colombia;13;Teusaquillo;-74,09800000020;4,64580000006
226;Poca;Bastante visible;Muchos miran;Pocas personas;Buena;Bueno;A distancia;No hay diversidad;Alto;Salitre Greco, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09939999970;4,65249999985
227;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09740000030;4,64489999972
228;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09740000030;4,64489999972
229;Poca;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Medio;Salitre Greco, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09989999980;4,65179999918
230;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09650000000;4,64350000024
231;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Salitre Greco, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,10049999970;4,65100000054
232;Poca;Bastante visible;No miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09590000010;4,64250000007
233;Suficiente;Bastante visible;No miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 26 - Kr 54, Bogotá, Colombia;13;Teusaquillo;-74,09559999970;4,64210000075
234;Suficiente;Bastante visible;No miran;Bastantes personas;Minima;Bueno;Cerca;No hay diversidad;Medio;AC 26 - Kr 54, Bogotá, Colombia;13;Teusaquillo;-74,09509999960;4,64159999974
235;Suficiente;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,09489999990;4,64100000076
236;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;Av La Esperanza, Bogotá, Colombia;13;Teusaquillo;-74,10340000040;4,64599999972
237;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Av La Esperanza, Bogotá, Colombia;13;Teusaquillo;-74,10410000010;4,64680000022
238;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av La Esperanza, Bogotá, Colombia;13;Teusaquillo;-74,10470000000;4,64750000089
